Date,Forecast
2025-05-01,119.0
2025-06-01,114.63442993164062
2025-07-01,114.84562683105469
2025-08-01,115.05167388916016
2025-09-01,115.54496002197266
2025-10-01,115.49700164794922
2025-11-01,115.351318359375
2025-12-01,115.30215454101562
2026-01-01,114.94928741455078
2026-02-01,114.79331970214844
2026-03-01,115.20289611816406
2026-04-01,115.54496002197266
2026-05-01,115.44874572753906
